Воин_ИД,Название,Длительность
15623,Leg-Locker Curse,3
15623,Human Presence Revealing Spell,3
15623,Protego Maxima,1
15634,Fire-Making Spell,1
15668,Brackium Emendo,0
15668,Protego totalum,3
15668,Snake Summons Spell,4
15677,Summoning Charm,1
15693,Slowing Charm,3
15693,Summoning Charm,1
15693,Launch an object up into the air,4
15708,General Counter-Spell,2
15708,Slowing Charm,0
15719,Peskipiksi Pesternomi,5
15724,Exploding Charm,4
15735,Levitation Charm,3
15735,Patronus Charm,2
15780,Freezing Charm,4
15874,Mending Charm,3
15874,Expulso Curse,3
15903,Memory Charm,4
15968,Unlocking Charm,4
15968,Severing Charm,2
15994,Spider repelling spell,5
15994,Piertotum Locomotor,2
15994,Reverse Spell,1
15996,Leg-Locker Curse,3
15996,Unlocking Charm,1
16051,Impediment Jinx,3
16173,Unlocking Charm,2
16173,Locking Spell,1
16175,Disarming Charm,3
16175,Peskipiksi Pesternomi,4
16175,Levicorpus,2
16182,Cistem Aperio,0
16191,Unlocking Charm,5
16192,Expulso Curse,2
16192,Stunning Spell,1
16246,Lumos Solem Spell,0
16280,Shrinking Charm,4
16280,Water-Making Spell,1
16298,Peskipiksi Pesternomi,0
16298,Engorgement Charm,0
16298,Snake-Vanishing Spell,3
16305,Brackium Emendo,2
16305,Peskipiksi Pesternomi,5
16326,Reverse Spell,5
16327,Revulsion Jinx,0
16327,Slowing Charm,4
16395,Mending Charm,0
16395,Muggle-Repelling Charm,4
16412,Snake Summons Spell,5
16442,Killing Curse,5
16442,Expulso Curse,4
16450,Levitation Charm,4
16458,Impediment Jinx,5
16476,Spider repelling spell,1
16476,Patronus Charm,3
16489,Impediment Jinx,4
16489,Tickling Charm,2
16489,Severing Charm,2
16518,Repello Inimicum,0
16518,Launch an object up into the air,3
16530,Salvio hexia,1
16530,General Counter-Spell,3
16530,Imperius Curse,2
16544,Salvio hexia,1
16544,Disarming Charm,4
16633,Oppugno Jinx,5
16633,Fire-Making Spell,0
16654,Levitation Charm,5
16654,Episkey,2
16654,Patronus Charm,3
16682,Levitation Charm,3
16682,Summoning Charm,0
16706,Impediment Jinx,5
16706,Revulsion Jinx,4
16707,Leg-Locker Curse,5
16707,Wand-Lighting Charm,3
16711,Snake-Vanishing Spell,2
16711,Vera Verto,2
16778,Freezing Charm,0
16797,Snake-Vanishing Spell,5
16797,Imperius Curse,4
16809,Tickling Charm,3
16809,Muggle-Repelling Charm,3
16933,Vera Verto,4
16933,Piertotum Locomotor,4
16933,Dissendium,2
16935,Wand-Lighting Charm,0
16935,Wand-Extinguishing Charm,5
16958,Shield Charm,4
16968,Muggle-Repelling Charm,1
16968,Spider repelling spell,1
17006,Oppugno Jinx,3
17006,Fire-Making Spell,1
17034,Levitation Charm,0
17039,Engorgement Charm,0
17039,Wand-Extinguishing Charm,0
17039,Exploding Charm,0
17046,Water-Making Spell,2
17071,Cistem Aperio,4
17071,Episkey,1
17071,Launch an object up into the air,0
17245,Cistem Aperio,3
17245,Slowing Charm,5
17267,Impediment Jinx,1
17267,Severing Charm,5
17292,Human Presence Revealing Spell,3
17356,Lumos Solem Spell,3
17359,Sectumsempra,0
17359,Snake Summons Spell,2
17359,Summoning Charm,4
17360,Spider repelling spell,3
17360,Levicorpus,3
17360,Episkey,5
17386,Sectumsempra,2
17386,Wand-Lighting Charm,2
17386,Exploding Charm,3
17415,Blasting Curse,1
17415,Vera Verto,3
17516,Summoning Charm,3
17516,Piertotum Locomotor,3
17516,Fire-Making Spell,4
17534,Lumos Maxima,1
17571,Spider repelling spell,2
17571,Fire-Making Spell,4
17571,Summoning Charm,5
17601,Peskipiksi Pesternomi,1
17601,Exploding Charm,4
17654,Full Body-Bind Curse,1
17654,Slowing Charm,3
17654,Dissendium,3
17668,Wand-Lighting Charm,0
17668,Oculus Reparo,0
17668,Episkey,0
17725,Killing Curse,0
17725,Imperius Curse,0
17777,Shrinking Charm,3
17777,Episkey,0
17819,Severing Charm,4
17857,Snake Summons Spell,4
17857,Wand-Extinguishing Charm,1
17857,Portus,3
17889,Disarming Charm,4
17889,Peskipiksi Pesternomi,1
17889,Leg-Locker Curse,2
17922,Imperius Curse,4
17922,Locomotion Charm,1
17924,Cruciatus Curse,5
17924,Revulsion Jinx,2
17926,General Counter-Spell,4
17928,Protego Maxima,3
17937,Mending Charm,5
17943,Freezing Charm,4
17965,Blasting Curse,0
17965,Snake-Vanishing Spell,5
18088,Killing Curse,5
18088,Reverse Spell,2
18097,Disarming Charm,0
18097,Impediment Jinx,0
18131,Full Body-Bind Curse,5
18131,Slowing Charm,5
18158,Leg-Locker Curse,0
18208,Oculus Reparo,2
18208,Dissendium,0
18208,Patronus Charm,2
18248,Revulsion Jinx,2
18248,Episkey,5
18260,Slowing Charm,2
18260,Piertotum Locomotor,5
18260,Muffliato Charm,5
18264,Salvio hexia,3
18264,Leg-Locker Curse,5
18303,Summoning Charm,2
18303,Water-Making Spell,3
18303,Spider repelling spell,4
18358,Shield Charm,5
18358,Launch an object up into the air,0
18358,Stunning Spell,5
18390,Imperius Curse,1
18390,Revelio Charm,1
18404,Lumos Maxima,4
18404,Stunning Spell,5
18408,Tickling Charm,0
18451,Levicorpus,3
18451,Tickling Charm,0
18451,Water-Making Spell,4
18478,Revelio Charm,2
18478,Levitation Charm,5
18478,Blasting Curse,1
18520,Salvio hexia,1
18567,Summoning Charm,3
18567,Locomotion Charm,4
18567,Wand-Lighting Charm,5
18572,Oculus Reparo,0
18572,General Counter-Spell,4
18572,Peskipiksi Pesternomi,0
18580,Imperius Curse,1
18580,Oppugno Jinx,3
18580,Muffliato Charm,5
18691,Muggle-Repelling Charm,0
18710,Imperius Curse,1
18710,Wand-Lighting Charm,3
18713,Sectumsempra,3
18720,Water-Making Spell,4
18738,Disarming Charm,4
18738,Exploding Charm,5
18738,Locking Spell,2
18831,Snake-Vanishing Spell,1
18831,Engorgement Charm,0
18831,Boggart-Banishing Spell,0
18855,Oculus Reparo,1
18922,Imperius Curse,2
18931,Wand-Extinguishing Charm,3
18931,Freezing Charm,4
18935,Cruciatus Curse,2
18935,Vera Verto,3
18935,Protego Maxima,3
18948,Revulsion Jinx,5
18971,Locking Spell,0
19009,Episkey,2
19021,Peskipiksi Pesternomi,5
19021,Summoning Charm,3
19064,Levitation Charm,0
19073,Leg-Locker Curse,3
19073,Salvio hexia,4
19073,Human Presence Revealing Spell,3
19076,Launch an object up into the air,0
19076,Freezing Charm,0
19076,Oculus Reparo,3
19165,Stunning Spell,2
19232,Levicorpus,0
19232,Brackium Emendo,1
19232,Cruciatus Curse,3
19244,Cistem Aperio,4
19244,Wand-Lighting Charm,5
19262,Shrinking Charm,1
19262,Severing Charm,1
19271,Shrinking Charm,2
19271,Snake Summons Spell,3
19271,Shield Charm,3
19273,Levicorpus,4
19355,Engorgement Charm,0
19390,Snake Summons Spell,3
19390,Memory Charm,4
19390,Cruciatus Curse,5
19426,Killing Curse,1
19433,Severing Charm,4
19433,Blasting Curse,3
19479,Shrinking Charm,0
19509,Engorgement Charm,4
19509,Killing Curse,1
19512,Stunning Spell,4
19512,Wand-Extinguishing Charm,0
19516,Freezing Charm,5
19516,Impediment Jinx,1
19636,Exploding Charm,4
19636,Launch an object up into the air,1
19643,Snake-Vanishing Spell,4
19643,Reverse Spell,3
19650,Locking Spell,0
19696,Oppugno Jinx,5
19706,Levicorpus,0
19772,Vera Verto,5
19772,Wand-Extinguishing Charm,2
19772,Mending Charm,0
19776,Lumos Solem Spell,3
19795,Muggle-Repelling Charm,3
19795,Memory Charm,1
19795,Protego Maxima,3
19867,Full Body-Bind Curse,1
19880,Summoning Charm,1
19882,Full Body-Bind Curse,3
19882,General Counter-Spell,4
19887,Fire-Making Spell,4
19888,Wand-Lighting Charm,5
19888,Salvio hexia,5
19950,Exploding Charm,4
19987,Tickling Charm,1
20013,Revelio Charm,4
20013,Memory Charm,4
20030,Spider repelling spell,3
20030,Wand-Extinguishing Charm,2
20061,Snake Summons Spell,2
20144,Shrinking Charm,3
20150,Expulso Curse,4
20150,Engorgement Charm,2
20150,Spider repelling spell,4
20218,Reverse Spell,1
20218,Revulsion Jinx,5
20218,Muffliato Charm,2
20237,Wand-Lighting Charm,5
20243,General Counter-Spell,3
20243,Wand-Extinguishing Charm,5
20243,Full Body-Bind Curse,2
20307,Exploding Charm,4
20307,Locomotion Charm,3
20319,Killing Curse,2
20319,Severing Charm,5
20319,Piertotum Locomotor,4
20347,Spider repelling spell,3
20349,Stunning Spell,1
20349,Levicorpus,4
20349,Boggart-Banishing Spell,1
20353,Launch an object up into the air,5
20462,Expulso Curse,3
20462,Mending Charm,3
20476,Oculus Reparo,5
20476,Vera Verto,4
20480,Snake-Vanishing Spell,1
20480,Freezing Charm,0
20480,Leg-Locker Curse,3
20539,Full Body-Bind Curse,3
20539,Revulsion Jinx,4
20570,Protego Maxima,4
20588,General Counter-Spell,1
20597,Cistem Aperio,5
20597,Cruciatus Curse,0
20675,General Counter-Spell,2
20675,Summoning Charm,3
20675,Launch an object up into the air,2
20748,Launch an object up into the air,3
20748,Patronus Charm,5
20788,Sectumsempra,3
20817,Protego Maxima,3
20817,Spider repelling spell,0
20817,Vera Verto,0
20871,Engorgement Charm,2
20874,Boggart-Banishing Spell,2
20877,Repello Inimicum,2
20920,Spider repelling spell,4
20936,Cruciatus Curse,3
20948,Human Presence Revealing Spell,4
20948,Tickling Charm,0
20983,Shield Charm,0
20983,Vera Verto,5
20994,Dissendium,0
21006,Snake Summons Spell,4
21006,Summoning Charm,2
21009,Locking Spell,2
21009,Fire-Making Spell,3
21012,Impediment Jinx,0
21012,Levitation Charm,4
21012,Wand-Extinguishing Charm,4
21024,Launch an object up into the air,4
21024,Stunning Spell,0
21024,Summoning Charm,1
21026,Episkey,1
21026,Shield Charm,4
21051,General Counter-Spell,1
21051,Engorgement Charm,4
21051,Episkey,5
21080,Sectumsempra,2
21080,Locomotion Charm,5
21080,Freezing Charm,5
21083,Shield Charm,0
21083,Wand-Lighting Charm,5
21083,Leg-Locker Curse,3
21095,Locking Spell,0
21095,Blasting Curse,5
21095,Wand-Lighting Charm,1
21104,Expulso Curse,1
21104,Salvio hexia,4
21104,Reverse Spell,3
21144,Slowing Charm,4
21144,Muggle-Repelling Charm,5
21144,Stunning Spell,1
21276,Levitation Charm,4
21346,Snake-Vanishing Spell,4
21351,Cistem Aperio,4
21351,Launch an object up into the air,1
21351,Wand-Lighting Charm,0
21367,Summoning Charm,0
21371,Muggle-Repelling Charm,1
21371,Salvio hexia,4
21371,Fire-Making Spell,0
21401,Snake Summons Spell,0
21498,Wand-Lighting Charm,4
21498,Boggart-Banishing Spell,5
21570,Dissendium,4
21571,Killing Curse,0
21571,Repello Inimicum,1
21605,Shrinking Charm,1
21648,Wand-Lighting Charm,0
21651,Levitation Charm,1
21651,Severing Charm,1
21764,Wand-Extinguishing Charm,4
21764,Blasting Curse,0
21764,Killing Curse,0
21783,Disarming Charm,5
21818,Shield Charm,5
21884,General Counter-Spell,4
21884,Revulsion Jinx,5
21884,Stunning Spell,3
21898,Levicorpus,5
21936,Wand-Lighting Charm,1
21936,Brackium Emendo,2
21936,Portus,0
21965,Wand-Lighting Charm,2
21965,Sectumsempra,1
21965,Oppugno Jinx,2
21973,Imperius Curse,5
21973,Dissendium,0
21973,Locomotion Charm,0
21979,Leg-Locker Curse,1
21979,Cruciatus Curse,4
21979,Episkey,5
21981,Locomotion Charm,5
22020,Spider repelling spell,1
22020,Leg-Locker Curse,2
22046,Full Body-Bind Curse,4
22046,Snake Summons Spell,3
22086,Muffliato Charm,4
22086,Patronus Charm,0
22092,Vera Verto,4
22105,Imperius Curse,4
22107,Peskipiksi Pesternomi,2
22131,Human Presence Revealing Spell,4
22131,Locomotion Charm,2
22131,Incarcerous Spell,3
22134,Cistem Aperio,3
22134,Revulsion Jinx,4
22137,Wand-Lighting Charm,2
22149,Oppugno Jinx,4
22149,Peskipiksi Pesternomi,1
22149,Slowing Charm,5
22223,Blasting Curse,4
22242,Impediment Jinx,1
22242,Slowing Charm,0
22242,Snake Summons Spell,1
22248,Wand-Lighting Charm,1
22248,Vera Verto,4
22248,Revelio Charm,3
22312,Snake-Vanishing Spell,5
22315,Water-Making Spell,5
22315,Wand-Extinguishing Charm,0
22325,General Counter-Spell,0
22325,Revulsion Jinx,4
22325,Brackium Emendo,5
22352,Oculus Reparo,0
22352,Piertotum Locomotor,1
22357,Human Presence Revealing Spell,1
22366,Snake Summons Spell,1
22366,Disarming Charm,2
22366,Launch an object up into the air,0
22386,Oculus Reparo,2
22396,Memory Charm,4
22425,Tickling Charm,5
22486,Oculus Reparo,0
22486,Piertotum Locomotor,2
22486,Incarcerous Spell,5
22500,Disarming Charm,3
22520,Spider repelling spell,4
22520,Full Body-Bind Curse,1
22520,Tickling Charm,5
22563,Muffliato Charm,0
22590,Boggart-Banishing Spell,1
22590,Oppugno Jinx,2
22590,Incarcerous Spell,1
22621,Levicorpus,0
22650,Killing Curse,2
22718,Cruciatus Curse,5
22744,Piertotum Locomotor,0
22793,Cruciatus Curse,1
22793,Launch an object up into the air,2
22798,Expulso Curse,4
22798,Repello Inimicum,2
22798,Memory Charm,0
22868,Muggle-Repelling Charm,2
22868,Lumos Solem Spell,2
22918,Full Body-Bind Curse,1
22931,Revelio Charm,4
22951,Severing Charm,0
22983,Summoning Charm,4
22983,Repello Inimicum,0
22983,Stunning Spell,5
22993,Impediment Jinx,3
22993,Slowing Charm,0
23015,Full Body-Bind Curse,2
23017,Cruciatus Curse,1
23017,Dissendium,4
23030,Muggle-Repelling Charm,2
23030,Salvio hexia,5
23039,Shrinking Charm,4
23039,Muggle-Repelling Charm,1
23039,Launch an object up into the air,3
23076,Memory Charm,0
23076,Repello Inimicum,2
23076,Engorgement Charm,1
23156,Impediment Jinx,5
23156,Incarcerous Spell,2
23177,Human Presence Revealing Spell,1
23177,Locking Spell,5
23177,Freezing Charm,4
23220,Launch an object up into the air,0
23230,Summoning Charm,1
23230,Killing Curse,3
23230,Muffliato Charm,5
23234,Stunning Spell,0
23234,Revelio Charm,5
23237,Unlocking Charm,2
23237,Episkey,1
23237,Expulso Curse,5
23252,Repello Inimicum,1
23256,Protego Maxima,5
23256,Shield Charm,0
23285,Muffliato Charm,0
23287,Wand-Extinguishing Charm,5
23287,Brackium Emendo,1
23287,Disarming Charm,5
23302,Launch an object up into the air,5
23321,Incarcerous Spell,2
23321,Mending Charm,4
23321,General Counter-Spell,1
23377,Sectumsempra,0
23377,Summoning Charm,2
23377,Oppugno Jinx,4
23399,Human Presence Revealing Spell,2
23399,Cistem Aperio,3
23399,Stunning Spell,2
23467,Dissendium,0
23467,Engorgement Charm,5
23473,Disarming Charm,4
23473,Freezing Charm,4
23473,Leg-Locker Curse,1
23517,Snake Summons Spell,0
23527,Patronus Charm,4
23527,Imperius Curse,0
23527,Snake Summons Spell,3
23534,Severing Charm,2
23534,Piertotum Locomotor,1
23577,Unlocking Charm,2
23577,Cistem Aperio,1
23634,Killing Curse,3
23634,General Counter-Spell,5
23667,Severing Charm,1
23667,Mending Charm,0
23687,Shield Charm,5
23687,Dissendium,0
23687,Wand-Lighting Charm,1
23694,Peskipiksi Pesternomi,2
23709,Boggart-Banishing Spell,0
23720,Locking Spell,2
23720,Leg-Locker Curse,5
23720,Unlocking Charm,1
23722,Muggle-Repelling Charm,2
23722,Leg-Locker Curse,3
23758,Dissendium,5
23758,Launch an object up into the air,3
23763,Sectumsempra,1
23763,Snake Summons Spell,0
23830,Oculus Reparo,4
23830,Stunning Spell,2
23880,Lumos Solem Spell,4
23889,Tickling Charm,4
23889,Disarming Charm,5
23915,Protego Maxima,5
23947,Full Body-Bind Curse,4
23983,Engorgement Charm,4
23983,Revulsion Jinx,5
23987,Muffliato Charm,3
23993,Tickling Charm,1
24044,Patronus Charm,5
24044,Incarcerous Spell,4
24044,Wand-Extinguishing Charm,1
24055,Stunning Spell,2
24080,Cistem Aperio,1
24093,Incarcerous Spell,1
24093,Episkey,5
24093,Water-Making Spell,2
24097,Blasting Curse,2
24097,Snake Summons Spell,4
24097,Wand-Extinguishing Charm,2
24106,Full Body-Bind Curse,2
24106,Incarcerous Spell,4
24115,Engorgement Charm,4
24136,Muggle-Repelling Charm,1
24136,Full Body-Bind Curse,4
24184,Unlocking Charm,1
24184,Peskipiksi Pesternomi,0
24267,Oppugno Jinx,0
24267,Salvio hexia,1
24268,Wand-Extinguishing Charm,2
24287,Episkey,5
24302,Memory Charm,5
24302,Sectumsempra,1
24302,Incarcerous Spell,1
24324,Cistem Aperio,4
24324,Dissendium,0
24324,Wand-Lighting Charm,3
24343,Spider repelling spell,2
24343,Cruciatus Curse,0
24343,Muggle-Repelling Charm,0
24364,Patronus Charm,5
24364,Dissendium,5
24476,Boggart-Banishing Spell,4
24476,Shrinking Charm,1
24567,Shrinking Charm,2
24583,Locomotion Charm,5
24621,Repello Inimicum,5
24645,Freezing Charm,4
24659,Engorgement Charm,5
24659,Protego totalum,0
24659,Full Body-Bind Curse,1
24676,Blasting Curse,0
24676,Repello Inimicum,3
24681,Incarcerous Spell,0
24681,Salvio hexia,5
24681,Protego Maxima,0
24702,Lumos Solem Spell,3
24730,Slowing Charm,2
24798,Cruciatus Curse,5
24811,Cruciatus Curse,1
24873,Water-Making Spell,2
24876,Severing Charm,3
24918,Wand-Extinguishing Charm,5
24918,Muggle-Repelling Charm,1
24918,Wand-Lighting Charm,4
24932,Cruciatus Curse,2
24932,Disarming Charm,0
24943,Slowing Charm,4
24966,Incarcerous Spell,0
24966,Shrinking Charm,2
24966,Patronus Charm,3
24968,Muggle-Repelling Charm,2
24968,Launch an object up into the air,4
25049,Summoning Charm,0
25049,Disarming Charm,0
25049,Oculus Reparo,0
25147,Peskipiksi Pesternomi,2
25149,Shield Charm,4
25149,Exploding Charm,3
25149,Revelio Charm,2
25158,Expulso Curse,5
25158,Locomotion Charm,1
25208,Locking Spell,4
25208,Sectumsempra,2
25208,Blasting Curse,3
25265,Cistem Aperio,3
25280,Tickling Charm,1
25286,Dissendium,3
25286,Disarming Charm,1
25300,Tickling Charm,2
25313,Shield Charm,1
25313,Exploding Charm,2
25326,Engorgement Charm,4
25326,Incarcerous Spell,3
25394,Human Presence Revealing Spell,0
25411,Tickling Charm,0
25426,Oppugno Jinx,2
25426,Unlocking Charm,0
25447,Protego totalum,0
25447,Snake-Vanishing Spell,4
25462,Oppugno Jinx,2
25462,Locking Spell,3
25462,Leg-Locker Curse,1
25547,Summoning Charm,4
25547,Imperius Curse,3
25584,Unlocking Charm,2
25584,Summoning Charm,4
25590,Stunning Spell,5
25590,Leg-Locker Curse,0
25592,Killing Curse,0
25614,Oppugno Jinx,5
25614,Lumos Maxima,3
25614,Wand-Extinguishing Charm,0
25728,Freezing Charm,2
25729,Blasting Curse,0
25740,Expulso Curse,0
25740,Repello Inimicum,2
25753,Expulso Curse,0
25753,Revulsion Jinx,4
25762,Shield Charm,4
25820,Blasting Curse,1
25820,Memory Charm,1
25820,Peskipiksi Pesternomi,2
25827,Fire-Making Spell,5
25836,Muggle-Repelling Charm,5
25864,Snake Summons Spell,4
25864,Water-Making Spell,1
25864,Slowing Charm,0
25878,Lumos Solem Spell,1
25883,Full Body-Bind Curse,1
25883,Impediment Jinx,1
25883,Snake-Vanishing Spell,1
25981,Cruciatus Curse,0
25996,Revelio Charm,3
26013,Portus,4
26013,Killing Curse,4
26013,Revulsion Jinx,3
26023,Mending Charm,2
26023,Piertotum Locomotor,4
26033,Locking Spell,2
26040,Exploding Charm,1
26046,Levitation Charm,5
26046,Levicorpus,5
26049,Human Presence Revealing Spell,3
26061,Stunning Spell,3
26061,Severing Charm,3
26061,Shrinking Charm,0
26069,Episkey,1
26095,Freezing Charm,5
26095,Vera Verto,2
26133,General Counter-Spell,3
26155,Disarming Charm,1
26155,Locking Spell,3
26155,Freezing Charm,0
26198,Snake Summons Spell,3
26198,Wand-Lighting Charm,5
26198,Oculus Reparo,4
26208,Freezing Charm,3
26220,Lumos Solem Spell,3
26220,Revulsion Jinx,1
26222,Tickling Charm,3
26222,Human Presence Revealing Spell,3
26238,Blasting Curse,5
26238,Reverse Spell,1
26274,Spider repelling spell,2
26274,Snake Summons Spell,1
26274,Wand-Extinguishing Charm,4
26296,Levicorpus,2
26318,Revelio Charm,5
26318,Revulsion Jinx,1
26375,Unlocking Charm,0
26375,Brackium Emendo,5
26375,Engorgement Charm,5
26382,Repello Inimicum,1
26387,Unlocking Charm,5
26387,Cruciatus Curse,5
26387,Launch an object up into the air,1
26392,Engorgement Charm,2
26392,Shrinking Charm,5
26394,Killing Curse,1
26430,Snake-Vanishing Spell,0
26430,Leg-Locker Curse,5
26508,Revelio Charm,4
26530,Full Body-Bind Curse,3
26530,Levicorpus,4
26547,Engorgement Charm,0
26547,Unlocking Charm,3
26547,Imperius Curse,3
26558,Engorgement Charm,2
26558,Human Presence Revealing Spell,1
26574,Shield Charm,4
26576,Disarming Charm,0
26576,Full Body-Bind Curse,1
26661,Levicorpus,4
26661,Patronus Charm,5
26661,Incarcerous Spell,1
26703,Incarcerous Spell,4
26704,Oppugno Jinx,0
26717,Levitation Charm,4
26725,Patronus Charm,2
26767,Mending Charm,0
26767,Repello Inimicum,4
26767,Brackium Emendo,4
26771,Muffliato Charm,2
26771,Mending Charm,2
26877,Snake Summons Spell,3
26889,Sectumsempra,4
26889,Tickling Charm,4
26977,Wand-Extinguishing Charm,5
26977,Memory Charm,0
27005,Locomotion Charm,4
27010,Snake-Vanishing Spell,5
27010,Revelio Charm,3
27095,Mending Charm,2
27095,Muffliato Charm,2
27095,Protego totalum,0
27113,Lumos Maxima,3
27118,Muggle-Repelling Charm,2
27137,Salvio hexia,2
27137,Shield Charm,2
27137,Brackium Emendo,1
27163,Levicorpus,5
27163,General Counter-Spell,3
27163,Muffliato Charm,5
27179,Dissendium,1
27179,Expulso Curse,3
27179,Salvio hexia,3
27195,Boggart-Banishing Spell,1
27201,Boggart-Banishing Spell,4
27201,Piertotum Locomotor,0
27201,Freezing Charm,4
27223,Blasting Curse,5
27256,Portus,2
27256,Boggart-Banishing Spell,4
27272,Tickling Charm,4
27278,Exploding Charm,0
27278,Shield Charm,0
27335,Fire-Making Spell,4
27335,Dissendium,2
27335,Tickling Charm,5
27344,Revelio Charm,4
27344,Sectumsempra,4
27344,Impediment Jinx,4
27392,Locomotion Charm,4
27392,Disarming Charm,2
27392,Dissendium,0
27431,Revulsion Jinx,4
27431,Cruciatus Curse,0
27431,Full Body-Bind Curse,0
27458,Summoning Charm,4
27458,Human Presence Revealing Spell,1
27458,Impediment Jinx,0
27462,Reverse Spell,4
27476,Summoning Charm,3
27493,Levitation Charm,3
27493,Summoning Charm,5
27493,Reverse Spell,4
27532,Killing Curse,2
27532,Snake-Vanishing Spell,4
27551,Salvio hexia,1
27551,Protego Maxima,5
27564,Exploding Charm,4
27564,Lumos Solem Spell,4
27571,Cruciatus Curse,5
27571,Snake Summons Spell,3
27571,Levicorpus,1
27579,Memory Charm,1
27579,Slowing Charm,5
27579,Repello Inimicum,1
27582,Stunning Spell,2
27602,Cistem Aperio,2
27602,Expulso Curse,1
27627,Protego Maxima,0
27627,Shrinking Charm,1
27627,Slowing Charm,4
27672,Snake-Vanishing Spell,0
27672,Engorgement Charm,2
27675,Killing Curse,0
27675,Revelio Charm,2
27676,Shrinking Charm,0
27676,Human Presence Revealing Spell,4
27676,Severing Charm,3
27694,Salvio hexia,2
27715,Portus,4
27715,Full Body-Bind Curse,2
27718,Launch an object up into the air,0
