ВОИН_ИД,ЗАКЛИНАНИЕ_НАЗВАНИЕ
9075,Lumos Maxima
9075,Severing Charm
9084,Piertotum Locomotor
9084,Patronus Charm
9087,Portus
9090,Exploding Charm
9090,Revulsion Jinx
9092,Leg-Locker Curse
9092,Wand-Lighting Charm
9120,Stunning Spell
9133,Revulsion Jinx
9142,Cruciatus Curse
9149,Snake-Vanishing Spell
9154,Oppugno Jinx
9154,Salvio hexia
9155,Salvio hexia
9191,Episkey
9199,Shrinking Charm
9199,Muffliato Charm
9200,Full Body-Bind Curse
9200,Muggle-Repelling Charm
9204,Levitation Charm
9214,Launch an object up into the air
9231,Vera Verto
9231,Piertotum Locomotor
9232,Brackium Emendo
9232,Levicorpus
9232,Dissendium
9259,Muffliato Charm
9278,Cruciatus Curse
9278,Snake Summons Spell
9288,Launch an object up into the air
9290,General Counter-Spell
9290,Lumos Solem Spell
9291,Oppugno Jinx
9291,Mending Charm
9291,Lumos Maxima
9305,Sectumsempra
9305,Disarming Charm
9305,Snake Summons Spell
9306,Locking Spell
9306,Dissendium
9310,Patronus Charm
9310,Salvio hexia
9310,Protego totalum
9313,Lumos Solem Spell
9313,Levitation Charm
9320,Imperius Curse
9329,Levitation Charm
9376,Incarcerous Spell
9376,Launch an object up into the air
9376,Revelio Charm
9395,Water-Making Spell
9455,Episkey
9455,Revelio Charm
9455,Leg-Locker Curse
9458,Boggart-Banishing Spell
9475,Salvio hexia
9475,Snake-Vanishing Spell
9475,Summoning Charm
9478,Levitation Charm
9478,Leg-Locker Curse
9478,Boggart-Banishing Spell
9485,Blasting Curse
9485,Severing Charm
9510,Peskipiksi Pesternomi
9515,Peskipiksi Pesternomi
9515,Launch an object up into the air
9516,Killing Curse
9516,Tickling Charm
9578,Revelio Charm
9578,Snake-Vanishing Spell
9581,Patronus Charm
9581,Stunning Spell
9581,Slowing Charm
9585,Protego Maxima
9585,Locking Spell
9599,Unlocking Charm
9599,Freezing Charm
9606,Blasting Curse
9624,Full Body-Bind Curse
9624,Episkey
9624,Wand-Lighting Charm
9645,Disarming Charm
9645,Water-Making Spell
9645,Cruciatus Curse
9666,Blasting Curse
9669,Shield Charm
9677,Cistem Aperio
9677,Severing Charm
9677,Mending Charm
9689,Slowing Charm
9690,Summoning Charm
9690,Stunning Spell
9690,Shield Charm
9701,Boggart-Banishing Spell
9701,Severing Charm
9721,Killing Curse
9721,Revulsion Jinx
9721,Peskipiksi Pesternomi
9743,Wand-Lighting Charm
9743,General Counter-Spell
9743,Memory Charm
9744,Vera Verto
9744,Water-Making Spell
9744,Engorgement Charm
9750,Impediment Jinx
9750,Patronus Charm
9750,General Counter-Spell
9767,Mending Charm
9767,Shield Charm
9767,Tickling Charm
9782,Salvio hexia
9786,Piertotum Locomotor
9786,Lumos Solem Spell
9786,Vera Verto
9788,Wand-Extinguishing Charm
9788,Protego totalum
9810,Cruciatus Curse
9810,Sectumsempra
9810,Levicorpus
9848,Disarming Charm
9848,Cruciatus Curse
9848,Blasting Curse
9881,Repello Inimicum
9883,Exploding Charm
9886,Blasting Curse
9886,Expulso Curse
9886,Engorgement Charm
9894,Engorgement Charm
9895,Exploding Charm
9895,Full Body-Bind Curse
9897,Snake-Vanishing Spell
9897,Spider repelling spell
9901,Tickling Charm
9901,Oppugno Jinx
9905,Cruciatus Curse
9905,Locking Spell
9917,Imperius Curse
9939,Cistem Aperio
9939,Disarming Charm
9943,Human Presence Revealing Spell
9943,Blasting Curse
9943,Vera Verto
9951,Salvio hexia
9951,Cruciatus Curse
9951,Exploding Charm
9977,Shield Charm
9977,Patronus Charm
9985,Muffliato Charm
9985,Wand-Extinguishing Charm
10000,Snake-Vanishing Spell
10005,Severing Charm
10013,Engorgement Charm
10017,Portus
10017,Reverse Spell
10097,Locomotion Charm
10109,Killing Curse
10111,Patronus Charm
10111,Spider repelling spell
10123,Wand-Extinguishing Charm
10124,Full Body-Bind Curse
10124,Memory Charm
10124,Protego totalum
10138,Reverse Spell
10138,Brackium Emendo
10152,Lumos Solem Spell
10193,Mending Charm
10203,Revelio Charm
10203,Spider repelling spell
10213,Freezing Charm
10213,Full Body-Bind Curse
10216,Patronus Charm
10216,Locking Spell
10216,Salvio hexia
10224,Revulsion Jinx
10231,Shield Charm
10231,Engorgement Charm
10243,Fire-Making Spell
10243,Boggart-Banishing Spell
10243,Exploding Charm
10245,Muggle-Repelling Charm
10245,Protego Maxima
10245,Reverse Spell
10259,Incarcerous Spell
10259,Spider repelling spell
10259,Imperius Curse
10263,Locomotion Charm
10263,Fire-Making Spell
10288,Cistem Aperio
10323,Summoning Charm
10323,Salvio hexia
10335,Muggle-Repelling Charm
10337,Muggle-Repelling Charm
10337,Disarming Charm
10352,Locking Spell
10352,Lumos Solem Spell
10352,Piertotum Locomotor
10359,Oppugno Jinx
10359,Reverse Spell
10387,Engorgement Charm
10387,Cruciatus Curse
10387,Oppugno Jinx
10388,Salvio hexia
10388,Summoning Charm
10392,Blasting Curse
10392,Engorgement Charm
10401,Oculus Reparo
10431,Muffliato Charm
10431,Human Presence Revealing Spell
10431,General Counter-Spell
10436,Impediment Jinx
10436,Incarcerous Spell
10436,Portus
10439,Snake Summons Spell
10446,Peskipiksi Pesternomi
10466,Lumos Maxima
10466,Tickling Charm
10484,Peskipiksi Pesternomi
10484,Water-Making Spell
10528,Salvio hexia
10533,Cistem Aperio
10558,Water-Making Spell
10558,Lumos Solem Spell
10558,Mending Charm
10566,Muffliato Charm
10566,Impediment Jinx
10566,Protego Maxima
10576,Human Presence Revealing Spell
10576,Snake-Vanishing Spell
10603,Severing Charm
10603,Snake Summons Spell
10603,Muggle-Repelling Charm
10608,Freezing Charm
10608,Sectumsempra
10608,Impediment Jinx
10611,Locking Spell
10611,Cruciatus Curse
10616,Unlocking Charm
10631,Protego totalum
10631,Cistem Aperio
10646,Unlocking Charm
10646,Leg-Locker Curse
10646,Water-Making Spell
10684,Blasting Curse
10684,Protego totalum
10684,Summoning Charm
10685,Cistem Aperio
10685,Wand-Lighting Charm
10685,Muggle-Repelling Charm
10688,Spider repelling spell
10688,Levicorpus
10709,Revelio Charm
10712,Summoning Charm
10712,Human Presence Revealing Spell
10713,Disarming Charm
10713,Blasting Curse
10724,Killing Curse
10727,Tickling Charm
10739,Muggle-Repelling Charm
10739,Shield Charm
10748,Piertotum Locomotor
10748,Vera Verto
10788,Locomotion Charm
10788,Fire-Making Spell
10788,Shield Charm
10834,Revelio Charm
10834,Freezing Charm
10861,Patronus Charm
10861,Levicorpus
10861,Fire-Making Spell
10863,Severing Charm
10869,Human Presence Revealing Spell
10869,Muffliato Charm
10869,Memory Charm
10876,Lumos Maxima
10876,Patronus Charm
10888,Portus
10888,Wand-Extinguishing Charm
10888,Freezing Charm
10890,Launch an object up into the air
10890,Snake-Vanishing Spell
10901,Fire-Making Spell
10901,Protego totalum
10910,Portus
10911,Engorgement Charm
10911,Unlocking Charm
10911,Human Presence Revealing Spell
10919,Full Body-Bind Curse
10919,Lumos Maxima
10919,Memory Charm
10921,Fire-Making Spell
10937,Piertotum Locomotor
10937,Peskipiksi Pesternomi
10980,Protego totalum
10985,Locking Spell
10985,Tickling Charm
10993,Piertotum Locomotor
10993,Repello Inimicum
10993,Freezing Charm
11021,Expulso Curse
11021,Protego Maxima
11028,Imperius Curse
11028,Piertotum Locomotor
11035,Human Presence Revealing Spell
11035,Protego Maxima
11036,Killing Curse
11037,Wand-Lighting Charm
11037,Impediment Jinx
11059,Locking Spell
11059,Levicorpus
11066,Oppugno Jinx
11066,Peskipiksi Pesternomi
11068,Impediment Jinx
11068,Snake Summons Spell
11068,Tickling Charm
11076,Patronus Charm
11076,Shrinking Charm
11076,Piertotum Locomotor
11091,Freezing Charm
11091,Summoning Charm
11106,Tickling Charm
11106,Portus
11106,Dissendium
11132,Snake-Vanishing Spell
11132,Leg-Locker Curse
11213,Summoning Charm
11214,Levitation Charm
11223,Exploding Charm
11223,Imperius Curse
11223,Stunning Spell
11264,Lumos Maxima
11267,Slowing Charm
11267,Water-Making Spell
11274,Water-Making Spell
11274,Wand-Extinguishing Charm
11274,Exploding Charm
11278,Levicorpus
11278,Severing Charm
11278,Shrinking Charm
11315,Human Presence Revealing Spell
11320,Tickling Charm
11320,Summoning Charm
11323,Locomotion Charm
11323,Tickling Charm
11323,Memory Charm
11329,Slowing Charm
11329,Summoning Charm
11329,Boggart-Banishing Spell
11338,Peskipiksi Pesternomi
11338,Locomotion Charm
11338,Lumos Solem Spell
11357,Freezing Charm
11360,Oppugno Jinx
11397,Expulso Curse
11402,Oppugno Jinx
11402,Salvio hexia
11402,Dissendium
11418,Dissendium
11418,Boggart-Banishing Spell
11418,Lumos Solem Spell
11469,Impediment Jinx
11480,Brackium Emendo
11480,Vera Verto
11502,Oppugno Jinx
11502,Cistem Aperio
11506,Snake Summons Spell
11506,Repello Inimicum
11506,Cistem Aperio
11516,Cruciatus Curse
11520,Boggart-Banishing Spell
11520,Mending Charm
11529,Vera Verto
11529,Unlocking Charm
11545,Shield Charm
11545,Patronus Charm
11549,Disarming Charm
11549,Slowing Charm
11549,Portus
11560,Levicorpus
11560,Dissendium
11560,Launch an object up into the air
11570,Cistem Aperio
11570,Memory Charm
11593,Impediment Jinx
11593,Tickling Charm
11597,Levicorpus
11600,Salvio hexia
11600,Spider repelling spell
11601,Mending Charm
11601,Unlocking Charm
11601,Portus
11627,Wand-Lighting Charm
11633,Shield Charm
11635,Brackium Emendo
11635,Shrinking Charm
11658,Cruciatus Curse
11658,Levitation Charm
11658,Piertotum Locomotor
11695,Human Presence Revealing Spell
11695,Summoning Charm
11711,Unlocking Charm
11711,Expulso Curse
11711,Vera Verto
11716,Launch an object up into the air
11716,Snake-Vanishing Spell
11716,Cruciatus Curse
11722,Unlocking Charm
11722,Human Presence Revealing Spell
11722,Stunning Spell
11726,Disarming Charm
11726,Episkey
11735,Oppugno Jinx
11735,Full Body-Bind Curse
11757,Protego Maxima
11757,Mending Charm
11757,Incarcerous Spell
11772,Full Body-Bind Curse
11772,Fire-Making Spell
11772,Locomotion Charm
11789,Episkey
11789,Memory Charm
11789,Unlocking Charm
11793,Blasting Curse
11798,Revelio Charm
11798,Exploding Charm
11839,Portus
11839,Water-Making Spell
11839,Incarcerous Spell
11876,Freezing Charm
11876,Impediment Jinx
11879,Reverse Spell
11879,Snake-Vanishing Spell
11879,Memory Charm
11881,Shield Charm
11881,Peskipiksi Pesternomi
11889,Muffliato Charm
11905,Repello Inimicum
11920,Human Presence Revealing Spell
11920,Oculus Reparo
11925,Levitation Charm
11925,Fire-Making Spell
11925,Cistem Aperio
11964,Disarming Charm
11964,Shrinking Charm
11964,Levitation Charm
11970,Levitation Charm
11970,Patronus Charm
11970,Repello Inimicum
11989,Human Presence Revealing Spell
11989,Unlocking Charm
11989,Protego Maxima
12016,Wand-Lighting Charm
12016,Expulso Curse
12016,Tickling Charm
12022,Memory Charm
12022,Mending Charm
12022,Salvio hexia
12029,Revulsion Jinx
12033,Sectumsempra
12033,Engorgement Charm
12034,Lumos Maxima
12034,Oppugno Jinx
12034,Mending Charm
12051,Reverse Spell
12051,Mending Charm
12051,Peskipiksi Pesternomi
12058,Peskipiksi Pesternomi
12058,Disarming Charm
12058,Muffliato Charm
12060,Brackium Emendo
12060,Lumos Solem Spell
12060,Killing Curse
12068,Muggle-Repelling Charm
12068,Fire-Making Spell
12068,Impediment Jinx
12093,Severing Charm
12097,Blasting Curse
12097,Dissendium
12097,Patronus Charm
12105,Patronus Charm
12105,Memory Charm
12108,Revelio Charm
12108,Repello Inimicum
12118,Vera Verto
12118,Portus
12118,Shrinking Charm
12123,Piertotum Locomotor
12126,Revelio Charm
12126,Lumos Solem Spell
12132,Revulsion Jinx
12132,Stunning Spell
12136,Snake-Vanishing Spell
12136,Freezing Charm
12140,Boggart-Banishing Spell
12144,Sectumsempra
12144,Oculus Reparo
12177,Episkey
12212,Peskipiksi Pesternomi
12212,Wand-Lighting Charm
12228,Mending Charm
12228,Protego Maxima
12228,Locomotion Charm
12255,Human Presence Revealing Spell
12255,Incarcerous Spell
12289,Full Body-Bind Curse
12295,Lumos Solem Spell
12307,Engorgement Charm
12307,Fire-Making Spell
12312,Slowing Charm
12312,Repello Inimicum
12312,Disarming Charm
12316,Revulsion Jinx
12316,Lumos Maxima
12317,Brackium Emendo
12317,Oppugno Jinx
12317,Fire-Making Spell
12333,Incarcerous Spell
12333,Shield Charm
12333,Sectumsempra
12340,Launch an object up into the air
12340,Snake-Vanishing Spell
12341,Launch an object up into the air
12341,Lumos Maxima
12343,Vera Verto
12343,Revulsion Jinx
12346,Launch an object up into the air
12353,Incarcerous Spell
12353,Muggle-Repelling Charm
12353,Wand-Extinguishing Charm
12358,Vera Verto
12358,Launch an object up into the air
12362,Peskipiksi Pesternomi
12364,Unlocking Charm
12364,Spider repelling spell
12364,Episkey
12388,Blasting Curse
12388,Episkey
12447,Protego Maxima
12447,Sectumsempra
12456,Imperius Curse
12456,Vera Verto
12490,Engorgement Charm
12490,Cruciatus Curse
12490,Severing Charm
12492,Brackium Emendo
12492,Piertotum Locomotor
12492,Boggart-Banishing Spell
12505,Incarcerous Spell
12505,Severing Charm
12505,Revelio Charm
12512,Locomotion Charm
12588,Lumos Maxima
12588,General Counter-Spell
12588,Imperius Curse
12659,Freezing Charm
12659,Revulsion Jinx
12664,Oculus Reparo
12664,Cruciatus Curse
12664,Incarcerous Spell
12672,Leg-Locker Curse
12672,Disarming Charm
12672,Freezing Charm
12686,Protego Maxima
12686,Muggle-Repelling Charm
12703,Expulso Curse
12703,Slowing Charm
12703,Severing Charm
12711,Exploding Charm
12711,Locking Spell
12711,Repello Inimicum
12772,Disarming Charm
12772,Dissendium
12772,Engorgement Charm
12778,Protego Maxima
12829,Water-Making Spell
12829,Blasting Curse
12865,Mending Charm
12873,Unlocking Charm
12879,Water-Making Spell
12879,Launch an object up into the air
12887,Cistem Aperio
12887,Episkey
12892,Sectumsempra
12899,Severing Charm
12899,Cruciatus Curse
12907,Imperius Curse
12907,Protego Maxima
12907,Fire-Making Spell
12916,General Counter-Spell
12920,Disarming Charm
12920,Leg-Locker Curse
12921,Wand-Extinguishing Charm
12921,Water-Making Spell
12921,Killing Curse
12935,Brackium Emendo
12966,Levitation Charm
12966,Locomotion Charm
12966,Stunning Spell
12984,Revulsion Jinx
13010,Incarcerous Spell
13010,Oculus Reparo
13042,Reverse Spell
13042,Locking Spell
13057,Oculus Reparo
13067,Locomotion Charm
13067,Repello Inimicum
13067,Brackium Emendo
13093,Tickling Charm
13093,Unlocking Charm
13107,Reverse Spell
13108,Vera Verto
13110,Leg-Locker Curse
13110,Levicorpus
13110,Imperius Curse
13123,Freezing Charm
13128,Tickling Charm
13133,Muffliato Charm
13133,Protego Maxima
13133,Reverse Spell
13149,Launch an object up into the air
13149,Human Presence Revealing Spell
13150,Incarcerous Spell
13152,Vera Verto
13159,Oculus Reparo
13159,Freezing Charm
13164,Brackium Emendo
13164,Expulso Curse
13164,Engorgement Charm
13169,Lumos Maxima
13169,Oppugno Jinx
13172,Shrinking Charm
13172,Oculus Reparo
13185,Leg-Locker Curse
13185,Locking Spell
13185,Expulso Curse
13202,Portus
13202,Episkey
13207,Spider repelling spell
13207,Dissendium
13209,Spider repelling spell
13209,General Counter-Spell
13209,Wand-Extinguishing Charm
13218,Stunning Spell
13218,Wand-Lighting Charm
13218,Exploding Charm
13220,Shield Charm
13221,Wand-Extinguishing Charm
13248,Memory Charm
13248,Piertotum Locomotor
13252,Lumos Solem Spell
13252,General Counter-Spell
13252,Muffliato Charm
13266,Snake Summons Spell
13281,Launch an object up into the air
13281,Dissendium
13281,Patronus Charm
13291,Blasting Curse
13291,Vera Verto
13291,Wand-Extinguishing Charm
13292,Locking Spell
13292,Wand-Extinguishing Charm
13349,Stunning Spell
13349,Severing Charm
13349,Patronus Charm
13376,Portus
13376,Repello Inimicum
13380,Spider repelling spell
13405,Boggart-Banishing Spell
13405,Tickling Charm
13405,Water-Making Spell
13453,Wand-Extinguishing Charm
13453,Full Body-Bind Curse
13473,Revelio Charm
13480,Cistem Aperio
13494,Shrinking Charm
13494,Blasting Curse
13501,Severing Charm
13501,Dissendium
13518,Human Presence Revealing Spell
13518,Piertotum Locomotor
13520,Protego totalum
13520,Cistem Aperio
13520,Shrinking Charm
13529,Shield Charm
13544,Vera Verto
13548,Brackium Emendo
13548,General Counter-Spell
13548,Exploding Charm
13569,Imperius Curse
13581,Vera Verto
13613,Shield Charm
13613,Patronus Charm
13613,Freezing Charm
13620,Cruciatus Curse
13620,Oppugno Jinx
13639,Muffliato Charm
13639,Cistem Aperio
13658,Locking Spell
13683,Reverse Spell
13683,Imperius Curse
13683,Locking Spell
13691,Human Presence Revealing Spell
13691,Levicorpus
13691,Brackium Emendo
13694,Exploding Charm
13694,Snake-Vanishing Spell
13725,Killing Curse
13725,Locking Spell
13727,Repello Inimicum
13727,Salvio hexia
13727,Spider repelling spell
13747,Repello Inimicum
13747,Locomotion Charm
13747,Shield Charm
13749,Severing Charm
13749,Wand-Lighting Charm
13760,Peskipiksi Pesternomi
13760,Snake Summons Spell
13760,Locking Spell
13765,Blasting Curse
13834,Episkey
13834,Revulsion Jinx
13835,Episkey
13847,Water-Making Spell
13847,Expulso Curse
13849,Piertotum Locomotor
13849,Levicorpus
13861,Locking Spell
13864,Protego Maxima
13864,Engorgement Charm
13864,Brackium Emendo
13889,Tickling Charm
13889,Stunning Spell
13916,Vera Verto
13944,Oppugno Jinx
13965,Patronus Charm
13996,Dissendium
14013,Water-Making Spell
14017,Launch an object up into the air
14017,Freezing Charm
14038,General Counter-Spell
14038,Slowing Charm
14038,Severing Charm
14059,Snake-Vanishing Spell
14093,Brackium Emendo
14093,Vera Verto
14093,Tickling Charm
14097,Killing Curse
14097,Locking Spell
14122,Boggart-Banishing Spell
14128,Imperius Curse
14135,Dissendium
14135,Shield Charm
14143,Sectumsempra
14143,Spider repelling spell
14146,Incarcerous Spell
14154,Killing Curse
14157,Levicorpus
14157,Snake Summons Spell
14182,Blasting Curse
14182,Killing Curse
14187,Summoning Charm
14187,Expulso Curse
14187,Spider repelling spell
14188,Launch an object up into the air
14199,Snake-Vanishing Spell
14199,Unlocking Charm
14199,Oppugno Jinx
14217,Dissendium
14217,Engorgement Charm
14217,Reverse Spell
14218,Full Body-Bind Curse
14218,Unlocking Charm
14218,Reverse Spell
14230,Memory Charm
14235,Snake Summons Spell
14235,Full Body-Bind Curse
14245,Incarcerous Spell
14245,Piertotum Locomotor
14272,Disarming Charm
14272,Spider repelling spell
14275,Oppugno Jinx
14275,Muggle-Repelling Charm
14299,Expulso Curse
14300,Repello Inimicum
14312,Dissendium
14312,Peskipiksi Pesternomi
14312,Stunning Spell
14315,Piertotum Locomotor
14321,Sectumsempra
14357,Revelio Charm
14357,Disarming Charm
14357,Blasting Curse
14371,Exploding Charm
14390,Summoning Charm
14412,Locking Spell
14412,Vera Verto
14416,Episkey
14459,Reverse Spell
14459,Snake-Vanishing Spell
14506,Expulso Curse
14506,Slowing Charm
14506,Shrinking Charm
14519,Levitation Charm
14519,Repello Inimicum
14519,Oculus Reparo
14528,Incarcerous Spell
14528,Human Presence Revealing Spell
14538,Stunning Spell
14549,Spider repelling spell
14549,Muggle-Repelling Charm
14549,Repello Inimicum
14578,Oppugno Jinx
14578,Cistem Aperio
14578,Leg-Locker Curse
14580,Freezing Charm
14585,Levicorpus
14585,Fire-Making Spell
14637,Lumos Solem Spell
14637,Imperius Curse
14640,Boggart-Banishing Spell
14640,Impediment Jinx
14645,Expulso Curse
14686,Levicorpus
14686,Full Body-Bind Curse
14690,Dissendium
14693,Peskipiksi Pesternomi
14693,Revulsion Jinx
14693,Memory Charm
14698,General Counter-Spell
14710,Reverse Spell
14710,Snake-Vanishing Spell
14720,Brackium Emendo
14725,Disarming Charm
14736,Summoning Charm
14736,Wand-Extinguishing Charm
14744,Reverse Spell
14744,Protego totalum
14744,Slowing Charm
14749,Expulso Curse
14749,Levicorpus
14749,Blasting Curse
14784,Vera Verto
14789,Incarcerous Spell
14789,Shrinking Charm
14792,Protego totalum
14792,Full Body-Bind Curse
14809,Unlocking Charm
14809,Cruciatus Curse
14809,Human Presence Revealing Spell
14830,Memory Charm
14830,Protego totalum
14830,Launch an object up into the air
14843,Dissendium
14843,Wand-Lighting Charm
14867,Lumos Solem Spell
14878,Brackium Emendo
14878,Piertotum Locomotor
14878,Impediment Jinx
14882,Summoning Charm
14882,Shrinking Charm
14883,General Counter-Spell
14883,Snake-Vanishing Spell
14904,Cistem Aperio
14904,Launch an object up into the air
14907,Reverse Spell
14907,Vera Verto
14907,Stunning Spell
14928,Vera Verto
14930,Expulso Curse
14930,Full Body-Bind Curse
14930,Freezing Charm
14955,Engorgement Charm
14955,Shield Charm
14955,Muggle-Repelling Charm
