ЧЛВК_ИД,ТИП_ВОИНА,ПРЕДВОДИТЕЛЬ_ИД,ЗДОРОВЬЕ,БРОНЯ,ОРУЖИЕ
9090,StoneGargoyle,None,95,48,95
9092,BlackKnight,None,69,28,32
9105,PitLord,None,73,3,73
9120,Manticore,None,20,12,15
9133,RoyalGriffin,None,12,5,53
9142,Beholder,None,82,38,45
9149,Behemoth,None,79,42,83
9152,GoldDragon,None,18,73,21
9154,Thunderbird,None,84,78,13
9155,VampireLord,None,91,24,95
9180,Minotaur,None,13,4,6
9191,Giant,None,90,92,38
9199,MightyGorgon,None,71,59,75
9200,Devil,None,59,31,71
9204,Genie,None,68,79,5
9214,Hobgoblin,None,24,97,48
9230,GnollMarauder,None,32,41,5
9231,MasterGenie,None,27,88,44
9232,CentaurCaptain,None,66,78,78
9259,Wraith,None,82,35,30
9278,Minotaur,None,77,26,30
9288,Devil,None,21,55,45
9290,MightyGorgon,None,50,16,39
9291,Manticore,None,58,15,72
9305,FireElemental,None,44,57,36
9306,Griffin,None,30,50,81
9310,SilverPegasus,None,79,78,29
9312,MagicElemental,None,85,15,67
9313,ChaosHydra,None,95,92,91
9320,Devil,None,8,37,75
9329,Nomad,None,10,40,47
9347,SkeletonWarrior,None,21,28,63
9354,WolfRider,None,54,25,38
9376,Rogue,None,92,25,85
9395,Zombie,None,83,51,52
9455,Thunderbird,None,22,87,11
9458,Roc,None,34,90,58
9475,EfreetSultan,None,15,21,100
9478,VampireLord,None,52,95,83
9485,Minotaur,None,26,42,98
9509,Wraith,None,68,22,37
9510,SilverPegasus,None,22,92,44
9515,Harpy,None,89,75,63
9516,Rogue,None,67,88,26
9529,Magog,None,46,59,34
9533,EfreetSultan,None,62,12,89
9555,Titan,None,94,47,53
9561,GrandElf,None,7,48,1
9578,GnollMarauder,None,24,44,5
9581,Dwarf,None,5,90,55
9585,MinotaurKing,None,64,22,72
9597,Marksman,None,29,85,92
9599,Enchanter,None,39,88,66
9606,WyvernMonarch,None,34,84,11
9624,Marksman,None,86,83,11
9645,GoldDragon,None,29,48,36
9651,Sprite,None,76,97,65
9666,ObsidianGargoyle,None,80,51,19
9667,StormElemental,None,55,100,23
9669,IronGolem,None,15,50,60
9677,HellHound,None,86,86,92
9689,Pikeman,None,63,87,59
9690,WaterElemental,None,36,65,93
9701,EnergyElemental,None,12,21,93
9712,Firebird,None,12,2,59
9721,HellHound,None,24,13,14
9739,Demon,None,76,2,25
9743,Orc,None,62,59,6
9744,Cyclops,None,48,14,58
9749,Wraith,None,65,74,94
9750,Champion,None,15,5,7
9767,Zombie,None,42,41,56
9782,EnergyElemental,None,6,31,23
9786,DendroidGuard,None,61,43,98
9788,ArchDevil,None,53,34,24
9810,Familiar,None,88,41,41
9829,RustDragon,None,80,9,54
9848,Genie,None,81,53,78
9881,HellHound,None,38,94,51
9883,HornedDemon,None,17,92,50
9886,StoneGolem,None,89,8,62
9894,Firebird,None,54,61,44
9895,OrcChieftain,None,36,94,39
9897,DreadKnight,None,83,22,38
9901,DendroidGuard,None,75,92,71
9905,EarthElemental,None,32,9,49
9917,Wraith,None,94,46,6
9939,WolfRaider,None,97,35,66
9943,Wight,None,1,63,29
9951,GhostDragon,None,38,60,71
9977,Lich,None,65,19,94
9985,Halberdier,None,28,22,2
10000,Titan,None,75,15,5
10005,Basilisk,None,79,3,100
10013,OgreMage,None,22,77,43
10017,Zealot,None,23,33,41
10088,OrcChieftain,None,30,13,97
10097,SilverPegasus,None,83,100,6
10109,WarUnicorn,None,50,28,52
10111,Cyclops,None,1,75,4
10123,ChaosHydra,None,97,44,24
10124,Nomad,None,72,93,32
10138,PowerLich,None,51,95,86
10145,DragonFly,None,19,22,25
10152,Enchanter,None,59,35,41
10184,Mummy,None,47,33,100
10193,Demon,None,95,67,34
10203,EvilEye,None,83,99,86
10213,Behemoth,None,9,74,36
10216,MagmaElemental,None,65,14,8
10224,Dwarf,None,48,1,48
10229,ArchDevil,None,100,39,15
10231,Titan,None,35,34,49
10243,Minotaur,None,29,37,70
10245,GoldGolem,None,44,26,55
10247,Pegasus,None,2,13,98
10259,Basilisk,None,50,7,57
10263,WolfRider,None,72,53,93
10288,CrystalDragon,None,36,73,92
10320,Zombie,None,51,85,100
10323,MagmaElemental,None,72,27,51
10335,Imp,None,52,71,17
10337,VampireLord,None,39,44,72
10352,Minotaur,None,22,70,59
10359,ObsidianGargoyle,None,87,100,7
10387,BattleDwarf,None,11,82,48
10388,Pixie,None,96,41,76
10392,Scorpicore,None,22,33,9
10401,DiamondGolem,None,100,80,79
10404,BoneDragon,None,71,59,26
10429,Beholder,None,80,24,7
10431,Vampire,None,28,66,83
10436,Mummy,None,63,33,34
10439,Archer,None,32,94,1
10446,Titan,None,50,100,8
10466,Devil,None,66,75,79
10469,StormElemental,None,76,74,2
10478,BlackDragon,None,22,87,93
10484,Hobgoblin,None,45,40,24
10528,OrcChieftain,None,68,5,33
10533,SkeletonWarrior,None,87,68,70
10558,HellHound,None,40,87,46
10566,MinotaurKing,None,54,70,35
10576,ArchMage,None,58,21,23
10603,PsychicElemental,None,14,17,2
10608,OgreMage,None,82,11,63
10611,Enchanter,None,94,78,80
10616,StormElemental,None,40,57,43
10631,IronGolem,None,24,10,11
10646,Genie,None,28,11,82
10684,Pikeman,None,6,90,68
10685,Imp,None,24,28,51
10688,Wyvern,None,77,1,86
10709,Dwarf,None,39,32,15
10712,Cyclops,None,70,57,79
10713,ObsidianGargoyle,None,4,97,94
10724,MedusaQueen,None,72,90,4
10727,Devil,None,46,96,26
10739,IronGolem,None,10,6,4
10748,Zealot,None,20,26,97
10767,Beholder,None,5,54,19
10788,ChaosHydra,None,46,78,18
10802,StormElemental,None,54,97,60
10803,Mummy,None,99,13,47
10834,GreaterBasilisk,None,84,82,14
10856,WoodElf,None,76,76,53
10861,PitLord,None,41,43,2
10863,Titan,None,6,8,4
10869,SilverPegasus,None,5,51,36
10876,Gog,None,12,80,60
10888,PowerLich,None,48,54,73
10890,InfernalTroglodyte,None,3,82,64
10901,MasterGremlin,None,92,70,50
10904,SerpentFly,None,3,14,19
10910,CyclopsKing,None,43,96,90
10911,Roc,None,18,65,48
10919,MightyGorgon,None,7,57,29
10921,GrandElf,None,59,11,13
10937,VampireLord,None,18,55,94
10939,ArchMage,None,55,83,96
10950,Wight,None,91,96,1
10980,GhostDragon,None,70,28,44
10985,Zealot,None,76,43,81
10993,MagicElemental,None,32,20,51
11021,IronGolem,None,45,46,35
11028,Cyclops,None,50,23,74
11035,MasterGenie,None,17,86,43
11036,Naga,None,66,53,84
11037,GhostDragon,None,44,97,90
11059,Firebird,None,62,82,72
11066,HarpyHag,None,42,88,81
11068,VampireLord,None,56,83,17
11076,StoneGargoyle,None,46,23,5
11082,WolfRaider,None,2,30,60
11086,DragonFly,None,19,91,13
11091,Genie,None,8,22,30
11094,Centaur,None,50,29,28
11106,DragonFly,None,42,19,52
11132,GreaterBasilisk,None,98,52,47
11168,Ogre,None,92,61,55
11182,EnergyElemental,None,3,34,9
11185,EvilEye,None,30,31,32
11213,FaerieDragon,None,13,41,71
11214,GrandElf,None,90,43,7
11223,BoneDragon,None,8,73,40
11264,DragonFly,None,3,47,56
11267,BlackDragon,None,13,27,66
11274,WyvernMonarch,None,82,31,3
11278,RoyalGriffin,None,63,57,83
11279,Centaur,None,12,29,90
11309,PitFiend,None,54,40,45
11315,DendroidGuard,None,69,40,79
11320,Manticore,None,50,71,73
11323,Behemoth,None,54,89,62
11329,WoodElf,None,52,41,87
11335,PowerLich,None,56,89,56
11338,Nomad,None,29,64,12
11357,Lich,None,74,60,39
11360,Swordsman,None,28,92,94
11390,Ogre,None,85,32,55
11397,ChaosHydra,None,56,64,73
11402,Manticore,None,86,19,46
11403,MightyGorgon,None,70,65,87
11418,Cyclops,None,73,8,12
11426,Hydra,None,12,29,39
11454,Swordsman,None,67,17,62
11469,Harpy,None,33,40,82
11480,FireElemental,None,95,53,84
11496,EfreetSultan,None,26,19,29
11502,SerpentFly,None,85,7,14
11506,CyclopsKing,None,12,90,71
11516,MagmaElemental,None,48,82,9
11520,Basilisk,None,52,68,36
11529,Wyvern,None,6,73,42
11545,PsychicElemental,None,38,55,75
11549,CrystalDragon,None,16,44,7
11560,MagicElemental,None,65,12,74
11570,PitFiend,None,47,13,54
11593,GnollMarauder,None,56,46,93
11597,Monk,None,80,76,60
11600,Gremlin,None,44,78,60
11601,CrystalDragon,None,88,7,69
11627,Behemoth,None,55,50,4
11633,Medusa,None,18,13,96
11635,Scorpicore,None,96,46,63
11658,EvilEye,None,24,65,85
11695,AzureDragon,None,83,29,11
11711,Hobgoblin,None,75,21,78
11716,CrystalDragon,None,75,47,53
11719,Archer,None,80,80,4
11722,Sharpshooter,None,32,97,15
11726,LizardWarrior,None,38,20,67
11735,HornedDemon,None,21,63,80
11736,WalkingDead,None,22,39,41
11757,Halberdier,None,2,27,82
11772,SerpentFly,None,59,38,59
11774,Wyvern,None,23,25,21
11781,Lich,None,9,57,68
11789,Troll,None,97,52,68
11793,PitLord,None,66,48,50
11798,Boar,None,4,78,92
11829,CrystalDragon,None,3,20,81
11839,Firebird,None,38,13,95
11863,HellHound,None,79,98,9
11876,Lich,None,38,41,51
11879,Archer,None,81,34,80
11881,ArchMage,None,57,1,86
11889,StoneGolem,None,100,72,46
11892,HellHound,None,15,6,84
11905,Beholder,None,60,72,38
11920,Pikeman,None,87,65,49
11925,PowerLich,None,46,19,7
11963,LizardWarrior,None,99,33,82
11964,SilverPegasus,None,25,4,90
11970,Gog,None,5,9,75
11989,ChaosHydra,None,82,40,86
12009,Centaur,None,3,35,79
12016,SilverPegasus,None,14,61,2
12022,EnergyElemental,None,20,77,17
12029,Phoenix,None,22,18,43
12033,Orc,None,79,23,9
12034,OgreMage,None,25,91,61
12051,Swordsman,None,51,9,88
12058,Dwarf,None,40,81,49
12060,Peasant,None,57,53,52
12068,GhostDragon,None,94,43,71
12087,Giant,None,39,65,16
12093,Marksman,None,72,68,49
12097,CentaurCaptain,None,45,91,48
12105,Genie,None,64,69,42
12108,Cavalier,None,32,49,64
12112,Centaur,None,37,49,8
12118,BlackDragon,None,31,59,39
12123,Hobgoblin,None,42,37,23
12126,EvilEye,None,96,21,94
12132,Peasant,None,74,68,54
12136,ChaosHydra,None,59,62,13
12140,MasterGenie,None,80,36,62
12144,DragonFly,None,19,31,2
12177,Familiar,None,70,39,43
12178,DiamondGolem,None,87,68,2
12212,Wraith,None,95,23,69
12226,MagmaElemental,None,26,20,48
12228,IronGolem,None,32,32,42
12255,OrcChieftain,None,37,89,6
12289,Dwarf,None,65,68,24
12295,Cerberus,None,36,95,85
12306,Dwarf,None,56,61,56
12307,EvilEye,None,63,82,39
12312,Scorpicore,None,45,13,92
12316,Zombie,None,40,36,29
12317,MedusaQueen,None,13,73,100
12333,MagicElemental,None,24,77,93
12340,DendroidSoldier,None,91,34,82
12341,ArchMage,None,35,45,32
12343,Giant,None,69,53,13
12346,Pikeman,None,89,10,4
12353,Dwarf,None,24,4,1
12358,RustDragon,None,9,10,73
12362,Lizardman,None,35,94,59
12364,StormElemental,None,98,82,56
12388,ChaosHydra,None,36,11,89
12411,PsychicElemental,None,29,85,37
12447,Troll,None,11,71,99
12456,EnergyElemental,None,93,88,22
12490,Mage,None,83,2,47
12492,Naga,None,23,86,59
12495,DragonFly,None,43,63,34
12505,VampireLord,None,24,14,64
12508,Champion,None,52,91,81
12512,ArchDevil,None,57,69,5
12540,Wyvern,None,89,31,73
12549,Marksman,None,6,10,27
12588,FireElemental,None,24,10,51
12649,RedDragon,None,26,23,4
12654,PsychicElemental,None,43,78,94
12657,Mage,None,37,20,89
12659,RustDragon,None,88,69,100
12664,Gorgon,None,3,75,90
12672,Troll,None,72,39,3
12686,HornedDemon,None,46,97,35
12692,Sharpshooter,None,4,99,99
12703,SilverPegasus,None,32,70,53
12711,ObsidianGargoyle,None,69,55,28
12769,Griffin,None,35,12,52
12772,WarUnicorn,None,66,15,100
12778,Medusa,None,70,28,35
12829,GreaterBasilisk,None,63,86,97
12837,IceElemental,None,33,63,22
12865,WyvernMonarch,None,10,59,86
12873,OrcChieftain,None,57,18,58
12879,Orc,None,96,8,45
12887,SerpentFly,None,88,82,34
12892,Scorpicore,None,83,2,59
12898,AzureDragon,None,52,32,64
12899,Crusader,None,45,32,11
12907,PitFiend,None,71,100,49
12914,BattleDwarf,None,24,61,14
12916,Halfling,None,95,37,5
12920,Archer,None,39,45,28
12921,Troll,None,37,28,77
12922,GreenDragon,None,75,53,54
12935,Behemoth,None,33,94,35
12949,Devil,None,95,36,73
12966,Hydra,None,9,49,2
12984,Behemoth,None,37,85,84
13010,Efreet,None,60,53,36
13026,NagaQueen,None,47,46,35
13042,Manticore,None,99,49,8
13049,EarthElemental,None,8,100,92
13057,InfernalTroglodyte,None,41,21,95
13067,ChaosHydra,None,9,8,16
13093,Giant,None,28,49,76
13100,StoneGargoyle,None,31,93,53
13107,BoneDragon,None,28,66,24
13108,WarUnicorn,None,11,88,34
13110,Cerberus,None,88,1,40
13112,LizardWarrior,None,29,57,5
13116,PitLord,None,97,39,10
13123,Centaur,None,44,59,51
13128,GhostDragon,None,41,60,53
13133,VampireLord,None,22,85,36
13143,Gnoll,None,23,49,31
13149,Peasant,None,46,94,27
13150,IronGolem,None,22,45,3
13152,Nomad,None,59,44,39
13159,MasterGremlin,None,74,66,3
13164,ObsidianGargoyle,None,75,76,51
13169,Phoenix,None,16,61,78
13172,Cerberus,None,25,52,85
13183,BattleDwarf,None,98,32,63
13185,WyvernMonarch,None,85,3,34
13194,InfernalTroglodyte,None,50,9,44
13202,FaerieDragon,None,44,92,71
13207,Minotaur,None,84,26,27
13209,Gremlin,None,50,47,17
13218,PsychicElemental,None,41,39,68
13220,BoneDragon,None,44,75,5
13221,Archer,None,18,42,51
13248,GreenDragon,None,67,57,98
13252,Wight,None,83,35,55
13263,Thunderbird,None,47,11,22
13266,EfreetSultan,None,7,61,30
13281,Boar,None,80,13,51
13291,DiamondGolem,None,44,20,63
13292,EarthElemental,None,52,12,71
13310,EfreetSultan,None,16,65,41
13337,MagicElemental,None,2,62,40
13349,Medusa,None,44,94,73
13355,WolfRaider,None,56,17,22
13376,Skeleton,None,48,83,79
13380,Vampire,None,4,88,59
13397,WarUnicorn,None,58,94,65
13405,Zombie,None,80,47,67
13453,Ogre,None,44,43,37
13463,HornedDemon,None,34,57,75
13473,Mage,None,9,6,96
13476,Ogre,None,84,20,48
13480,ArchMage,None,28,22,50
13494,MagicElemental,None,78,48,92
13501,DreadKnight,None,15,76,96
13518,Pegasus,None,7,90,24
13520,RustDragon,None,2,57,15
13529,Hydra,None,98,47,7
13544,GoldDragon,None,33,76,70
13548,DreadKnight,None,9,25,86
13565,Harpy,None,45,18,15
13569,SilverPegasus,None,41,46,4
13581,StormElemental,None,45,11,65
13584,BoneDragon,None,20,33,5
13589,IronGolem,None,59,91,20
13613,AirElemental,None,70,86,98
13620,WalkingDead,None,20,58,62
13624,Wight,None,90,3,2
13639,AzureDragon,None,25,85,71
13648,WarUnicorn,None,20,63,68
13658,CentaurCaptain,None,24,76,81
13668,MightyGorgon,None,71,31,8
13683,IceElemental,None,54,58,75
13684,Hobgoblin,None,57,24,94
13691,DiamondGolem,None,44,51,79
13694,Crusader,None,59,68,18
13696,Titan,None,89,95,59
13722,WalkingDead,None,28,13,7
13725,DreadKnight,None,64,61,89
13727,Sprite,None,87,6,36
13730,Enchanter,None,66,33,38
13747,OrcChieftain,None,42,65,100
13749,Zombie,None,11,19,49
13760,MasterGenie,None,31,25,15
13765,WolfRider,None,69,69,44
13790,Angel,None,16,60,50
13828,GnollMarauder,None,14,2,7
13834,Peasant,None,99,25,77
13835,Angel,None,34,3,35
13847,Swordsman,None,26,14,17
13849,Familiar,None,99,2,96
13861,Lizardman,None,87,21,36
13864,Vampire,None,39,52,8
13889,ChaosHydra,None,15,79,96
13891,Cyclops,None,88,7,30
13916,Halfling,None,37,34,19
13921,ArchDevil,None,75,33,76
13944,SerpentFly,None,11,94,88
13965,GrandElf,None,40,3,79
13996,SilverPegasus,None,96,85,47
14013,StoneGargoyle,None,77,1,65
14017,ObsidianGargoyle,None,11,30,9
14022,Skeleton,None,95,4,68
14026,PowerLich,None,45,2,77
14038,CrystalDragon,None,97,39,96
14059,WolfRider,None,75,78,59
14060,MedusaQueen,None,35,17,39
14067,Pegasus,None,31,41,57
14093,Devil,None,29,7,97
14097,InfernalTroglodyte,None,74,93,56
14108,Magog,None,43,4,48
14119,AirElemental,None,100,84,32
14122,GreenDragon,None,37,48,72
14127,Angel,None,76,53,19
14128,RoyalGriffin,None,99,64,76
14135,Gnoll,None,70,97,56
14143,Crusader,None,1,56,49
14146,Wyvern,None,4,71,63
14154,BlackDragon,None,67,6,44
14157,Hydra,None,24,66,66
14182,StoneGolem,None,91,61,76
14187,SerpentFly,None,32,74,69
14188,WarUnicorn,None,79,12,63
14199,FaerieDragon,None,26,46,3
14200,MinotaurKing,None,82,88,97
14204,NagaQueen,None,11,24,80
14213,MagmaElemental,None,15,86,55
14217,Archer,None,12,22,89
14218,Halberdier,None,21,88,12
14230,Firebird,None,90,47,29
14235,Giant,None,77,28,5
14245,Zealot,None,91,58,94
14272,Titan,None,4,62,1
14275,StoneGargoyle,None,70,51,24
14284,Goblin,None,8,5,6
14299,Magog,None,79,30,69
14300,MagmaElemental,None,55,2,38
14312,Demon,None,79,91,22
14313,MagicElemental,None,38,60,19
14315,EfreetSultan,None,54,29,1
14321,MagmaElemental,None,11,87,79
14357,DendroidGuard,None,66,72,11
14370,CentaurCaptain,None,42,85,32
14371,FireElemental,None,97,99,55
14375,Nomad,None,71,55,8
14381,Sprite,None,29,38,41
14390,Sharpshooter,None,32,20,88
14412,GoldDragon,None,77,3,53
14416,Giant,None,25,84,66
14448,Familiar,None,29,28,92
14457,Crusader,None,28,52,49
14459,Cyclops,None,66,62,54
14506,EfreetSultan,None,69,21,19
14517,Sprite,None,65,89,50
14519,Crusader,None,21,76,73
14528,Giant,None,7,90,5
14538,ObsidianGargoyle,None,66,6,75
14540,NagaQueen,None,48,54,94
14549,AncientBehemoth,None,58,12,56
14572,Lizardman,None,18,63,5
14575,DendroidGuard,None,49,58,2
14578,Zombie,None,1,53,80
14580,Peasant,None,17,59,10
14585,Basilisk,None,49,8,63
14631,Archer,None,22,66,36
14637,StoneGolem,None,24,63,15
14640,Efreet,None,73,57,29
14645,Efreet,None,86,9,28
14652,Beholder,None,12,55,51
14686,Familiar,None,45,33,98
14690,Pixie,None,18,99,14
14693,MasterGenie,None,74,70,14
14698,MedusaQueen,None,14,23,67
14710,Mummy,None,41,86,89
14720,Phoenix,None,35,65,42
14725,MasterGremlin,None,28,99,4
14736,Mage,None,34,36,78
14744,WolfRider,None,28,96,36
14749,Thunderbird,None,21,49,80
14784,Zealot,None,60,10,53
14785,Genie,None,52,95,5
14789,Gog,None,36,65,70
14792,Behemoth,None,43,92,93
14797,Halfling,None,87,80,56
14809,AzureDragon,None,60,87,33
14830,Wraith,None,16,90,60
14843,MasterGenie,None,73,71,87
14854,Wraith,None,45,52,79
14867,Phoenix,None,14,100,31
14878,IceElemental,None,11,61,10
14882,Harpy,None,26,85,80
14883,Goblin,None,17,94,74
14894,Magog,None,60,69,58
14904,PitLord,None,27,54,33
14907,Gremlin,None,1,55,19
14928,Lich,None,51,36,50
14930,ArchMage,None,28,18,29
14932,Halfling,None,57,62,49
14955,BoneDragon,None,79,55,41
14957,Familiar,None,62,47,63
14959,Rogue,None,3,56,50
14978,AirElemental,None,65,19,12
14982,Firebird,None,41,14,1
15006,Skeleton,None,12,76,83
15015,MasterGenie,None,86,52,29
15016,WolfRider,None,9,1,28
15029,OgreMage,None,46,52,51
15043,Wyvern,None,75,31,7
15052,WolfRider,None,2,77,35
15055,AirElemental,None,89,20,93
15059,InfernalTroglodyte,None,19,54,45
15071,ArchMage,None,63,5,26
15086,Thunderbird,None,41,23,11
15090,OrcChieftain,None,97,91,88
15117,AirElemental,None,23,50,98
15120,DiamondGolem,None,75,34,20
15122,Titan,None,26,63,63
15141,Wraith,None,62,36,98
15161,Genie,None,14,73,14
15162,MinotaurKing,None,18,30,11
15168,OgreMage,None,24,12,14
15170,MightyGorgon,None,99,88,89
15187,StormElemental,None,11,47,87
15190,Crusader,None,41,23,30
15212,Cavalier,None,34,91,19
15213,ObsidianGargoyle,None,67,16,29
15219,Pegasus,None,37,67,46
15220,VampireLord,None,5,69,11
15233,Enchanter,None,82,1,57
15244,GnollMarauder,None,73,31,27
15256,MasterGremlin,None,23,70,43
15274,Titan,None,41,54,11
15290,Scorpicore,None,17,84,37
15304,ObsidianGargoyle,None,16,99,81
15312,Efreet,None,38,63,60
15316,WolfRider,None,54,86,93
15324,Lich,None,14,69,83
15330,EvilEye,None,46,49,32
15349,OrcChieftain,None,51,23,57
15352,Centaur,None,47,35,61
15364,Cerberus,None,57,35,98
15371,ArchDevil,None,83,7,20
15373,WolfRider,None,33,83,4
15377,GoldGolem,None,92,90,77
15381,MightyGorgon,None,93,95,86
15383,Magog,None,76,95,87
15391,GreaterBasilisk,None,96,98,10
15395,DreadKnight,None,9,35,89
15396,Halberdier,None,60,66,48
15400,Swordsman,None,93,46,6
15403,Halfling,None,49,77,2
15406,Devil,None,46,35,87
15408,Rogue,None,74,65,44
15429,RoyalGriffin,None,85,68,84
15440,Boar,None,84,81,86
15448,ChaosHydra,None,38,96,70
15458,Pikeman,None,54,92,71
15471,Behemoth,None,68,71,79
15474,HellHound,None,1,35,21
15480,Cerberus,None,46,72,4
15483,Pegasus,None,59,97,16
15487,Unicorn,None,6,96,2
15489,Crusader,None,50,51,86
15506,RoyalGriffin,None,76,96,60
15515,Basilisk,None,66,61,90
15530,CyclopsKing,None,59,95,27
15532,Skeleton,None,22,85,15
15535,WarUnicorn,None,63,95,82
15540,Champion,None,40,93,65
15542,Basilisk,None,46,58,81
15549,MagicElemental,None,30,1,24
15551,GoldGolem,None,95,96,72
15557,WoodElf,None,96,99,94
15594,Dwarf,None,22,97,34
15612,ObsidianGargoyle,None,1,94,49
15643,Minotaur,None,35,29,2
15669,Genie,None,57,27,35
15676,WalkingDead,None,4,12,75
15690,PowerLich,None,76,96,34
15700,OgreMage,None,73,86,13
15707,Halberdier,None,65,31,1
15731,Ogre,None,28,38,69
15770,CyclopsKing,None,10,68,77
15803,Cavalier,None,100,73,22
15809,WolfRaider,None,72,63,36
15814,MagmaElemental,None,60,96,52
15822,Titan,None,39,63,90
15847,Harpy,None,29,32,15
15851,Pegasus,None,81,18,41
15870,Thunderbird,None,95,7,95
15873,Champion,None,69,47,75
15897,Peasant,None,97,43,41
15900,Efreet,None,1,25,31
15911,Griffin,None,21,79,67
15924,Phoenix,None,38,1,11
15932,Crusader,None,42,53,1
15940,GrandElf,None,61,88,41
15944,CrystalDragon,None,69,44,67
15958,Marksman,None,15,60,5
15980,Gnoll,None,98,52,91
15985,Pikeman,None,48,93,28
15994,Familiar,None,3,15,11
16009,Gog,None,67,63,83
16014,Marksman,None,10,38,53
16038,EvilEye,None,11,45,4
16043,Sharpshooter,None,64,2,46
16069,WyvernMonarch,None,35,78,84
16072,Manticore,None,64,25,73
16085,Zombie,None,28,83,93
16099,WolfRaider,None,61,46,46
16102,MedusaQueen,None,26,63,61
16112,Roc,None,84,23,7
16115,Zombie,None,48,30,71
16121,Nomad,None,53,99,94
16124,DreadKnight,None,12,56,6
16127,Archangel,None,42,96,69
16139,GnollMarauder,None,73,51,8
16146,RedDragon,None,96,79,25
16148,AncientBehemoth,None,9,54,4
16184,NagaQueen,None,58,47,95
16219,Troll,None,36,90,43
16224,DreadKnight,None,43,18,1
16230,Scorpicore,None,58,69,85
16232,MedusaQueen,None,28,98,85
16234,Champion,None,43,15,30
16246,Manticore,None,23,43,17
16251,Pegasus,None,25,81,85
16256,ArchDevil,None,8,41,16
16274,Naga,None,30,82,10
16284,Halberdier,None,72,27,20
16301,Vampire,None,47,32,79
16309,Dwarf,None,47,24,77
16316,Peasant,None,26,2,10
16317,OrcChieftain,None,29,70,100
16330,Minotaur,None,89,4,16
16331,DendroidGuard,None,46,33,1
16339,SkeletonWarrior,None,83,73,48
16354,Thunderbird,None,41,4,52
16359,Pixie,None,64,44,92
16360,Sharpshooter,None,17,49,38
16381,Basilisk,None,30,26,100
16393,OrcChieftain,None,28,9,100
16394,Familiar,None,80,80,79
16428,BlackDragon,None,56,51,84
16431,GrandElf,None,41,55,73
16438,Giant,None,16,20,4
16465,Enchanter,None,75,80,7
16483,GreaterBasilisk,None,27,21,91
16494,MedusaQueen,None,20,26,80
16503,WoodElf,None,51,47,52
16507,Magog,None,96,25,42
16518,Beholder,None,24,14,12
16519,WarUnicorn,None,1,88,100
16521,Cyclops,None,88,74,31
16533,MasterGenie,None,22,33,65
16537,BlackKnight,None,51,25,57
16588,MagicElemental,None,5,41,92
16604,WaterElemental,None,22,23,22
16609,Cavalier,None,40,31,26
16610,OrcChieftain,None,54,97,76
16622,CentaurCaptain,None,26,27,50
16637,Naga,None,72,1,31
16640,Efreet,None,80,29,97
16693,MightyGorgon,None,13,62,33
16769,IronGolem,None,72,79,47
16781,Griffin,None,68,23,77
16786,Zealot,None,76,50,49
16792,HarpyHag,None,52,60,53
16808,Halberdier,None,93,10,8
16810,Unicorn,None,30,27,89
16816,HellHound,None,3,92,7
16822,AirElemental,None,61,9,53
